ID,Computer Science,Physics,Mathematics,Statistics,Quantitative Biology,Quantitative Finance
20973,0.42975065,0.005788717,0.26034108,0.9633487,0.00087452686,0.0011353019
20974,0.0013155349,0.9983773,0.0013120238,0.00091693253,0.00032005867,6.458974e-05
20975,0.99750024,0.004749316,0.006760533,0.0045715873,0.00018622808,7.5357e-05
20976,0.0010579681,0.99833703,0.0013256189,0.0012082492,0.00045969442,7.394222e-05
20977,0.9962488,0.0017652056,0.034458045,0.0050696577,8.437029e-05,0.00016157306
20978,0.033621196,0.006096126,0.2874884,0.99085546,0.00085244724,0.00024850856
20979,0.007332011,0.0036648018,0.95011455,0.9755526,0.00087636325,0.0013157505
20980,0.21453597,0.98103195,0.0043593035,0.04517845,0.002739554,0.00036341994
20981,0.9975738,0.0020709923,0.0022876335,0.020233138,0.00082959037,0.00013162526
20982,0.0011159393,0.9984633,0.0014740735,0.0009964359,0.00038232564,7.0985414e-05
20983,0.21940206,0.9800331,0.007959863,0.01653396,0.008104414,0.0009961231
20984,0.9741552,0.0004480268,0.00028509414,0.18011892,0.00028174327,5.9725156e-05
20985,0.0042912634,0.10647195,0.9859694,0.0021345385,2.943729e-05,6.668351e-05
20986,0.98756474,0.0016865531,0.0005317841,0.0861083,0.00013521526,0.00017005148
20987,0.09558573,0.072887495,0.12992077,0.9752876,0.00461001,0.003923938
20988,0.95666414,0.0006460204,0.6464012,0.0029107872,6.126602e-05,0.00040799685
20989,0.0011001853,0.99833566,0.0018940469,0.0006162549,0.00028723967,7.053662e-05
20990,0.96292824,0.0017316837,0.00080092694,0.3426381,0.00018357842,3.3694752e-05
20991,0.80728495,0.011289064,0.0017313177,0.6745042,0.16666166,0.0010516223
20992,0.9962161,0.0011324692,0.008115641,0.008537809,8.860776e-05,2.2784325e-05
20993,0.9233939,0.7234021,0.031088572,0.023406547,0.0023278634,0.0011163598
20994,0.0021261768,0.98132783,0.10361126,0.00031318978,0.00020145871,0.00015198404
20995,0.8479107,0.0003445136,0.0054773646,0.66981333,7.901889e-05,9.811176e-06
20996,0.9120946,0.002950679,0.61902446,0.012802024,4.370314e-05,0.00035717367
20997,0.0011574654,0.9983847,0.001722468,0.000650849,0.00030408084,6.609619e-05
20998,0.9777445,0.20347826,0.057450287,0.005679228,0.00087299995,0.0008442875
20999,0.1057072,0.046025224,0.0107494835,0.16867687,0.8365012,0.0003195422
21000,0.0013081452,0.99845004,0.0013618382,0.0007189942,0.00037929544,7.4937925e-05
21001,0.0009831557,0.99824667,0.0015715694,0.0011555881,0.00032693442,6.305494e-05
21002,0.92617583,0.029360827,0.0010729082,0.02102955,0.23308463,6.919788e-05
21003,0.992634,0.00066050695,0.0017969521,0.081729904,9.488042e-05,3.908467e-05
21004,0.006736047,0.005172268,0.23773837,0.9847318,0.005234358,0.00020574495
21005,0.7660552,0.48735183,0.04009951,0.009834512,0.000113757655,2.01974e-05
21006,0.9799399,0.0005905227,0.27124387,0.003921529,2.7399714e-05,0.000101549915
21007,0.84917164,0.040299237,0.42216817,0.13027444,0.0007834235,0.0004349036
21008,0.7887781,0.0029325248,0.09076136,0.908684,0.001329881,0.00087711087
21009,0.06593317,0.0017263965,0.9896656,0.0011242449,0.0003362925,0.00024049058
21010,0.10549897,0.9645483,0.10143655,0.028756598,0.0134576475,0.0045285695
21011,0.0077548916,0.0014206979,0.99554706,0.001404732,0.00011491957,8.297599e-05
21012,0.007539984,0.0032921,0.9965553,0.002580164,7.416191e-05,7.359372e-05
21013,0.90680027,0.0029752702,0.0807514,0.4438308,0.0001472546,5.858668e-05
21014,0.0061247665,0.0022517038,0.99684936,0.0046695243,9.934457e-05,0.00010302772
21015,0.96080494,0.00030402577,0.023978926,0.25325343,2.7886366e-05,2.0643492e-05
21016,0.0011210638,0.99354434,0.021471042,0.0022991311,0.00077136967,0.00022762817
21017,0.043671302,0.04274693,0.8202089,0.9705702,0.00921394,0.0013534029
21018,0.0012285713,0.998409,0.0013262975,0.0009059854,0.0003276199,5.993323e-05
21019,0.5524936,0.013407366,0.7751858,0.82295054,0.0004897484,0.0004470019
21020,0.9049849,0.0010466878,0.22753789,0.22951724,6.120686e-05,0.00012659041
21021,0.9979202,0.013315183,0.010464133,0.012211319,0.00049357885,0.0004786989
21022,0.024080684,0.096753,0.18472238,0.0080179805,0.011779464,0.75697684
21023,0.000831995,0.99813324,0.0025970626,0.0007937885,0.00023315453,7.5013e-05
21024,0.007249745,0.0018311868,0.9963806,0.0018052626,0.00010752055,9.446072e-05
21025,0.00095187203,0.9979646,0.0037642047,0.00054019847,0.00021878166,7.445406e-05
21026,0.9449162,0.4553729,0.06858721,0.063892044,0.0047086608,0.0020484263
21027,0.7114809,0.0008897264,0.10084236,0.9516059,0.00021353239,0.0001719484
21028,0.0072095967,0.008943862,0.9760188,0.9327553,0.0013324281,0.0018336445
21029,0.97317016,0.0012452934,0.40283787,0.0068171453,3.5959787e-05,0.0002503082
21030,0.0053845984,0.0022109477,0.9955342,0.0013305227,0.00011736269,8.853555e-05
21031,0.46703938,0.031180166,0.01208537,0.21754867,0.5331066,6.459621e-05
21032,0.9820018,0.00017992812,0.011693995,0.20840093,5.7801328e-05,3.081025e-05
21033,0.0031879249,0.61499786,0.8383602,0.0010186984,5.3886426e-05,0.00021128639
21034,0.17525107,0.0018730644,0.8469839,0.9560616,0.00017146245,0.0009095576
21035,0.26901317,0.26674294,0.0030558766,0.64856464,0.0023323349,0.00010017724
21036,0.7452869,0.0006928374,0.012107188,0.9151485,0.00011016045,4.8058122e-05
21037,0.98078406,0.00097136694,0.4080652,0.0020494247,5.557779e-05,0.00068013516
21038,0.9128277,0.00060403196,0.2631136,0.15631005,6.3610874e-05,0.0002564315
